artist_folder,midi_file,tonic,mode
All_Saints,Never_Ever.mid,C#,major
Bela_Bartok,"44_Duos,_No._14_Cushion_Dance.mid",D,major
Bela_Bartok,"Roumanian_Folk_Dance,_Sz._56_No._6_Fast_Dance.mid",A,minor
Bela_Bartok,10_Easy_Pieces_X._Bear_Dance.mid,B,minor
Bela_Bartok,"Kezdok_zongoramuzikaja_First_Term_at_the_Piano_,_BB_66_No._16_Paraszttanc_Peasants_Dance_Allegro_moderato.mid",A,minor
Bela_Bartok,Piano_Piece_for_Children_No._20.mid,F,minor
Bela_Bartok,Piano_Piece_for_Children_No._18.mid,C,major
Kylie_Minogue,Never_Too_Late.mid,F,major
Kylie_Minogue,Tears_on_My_Pillow.mid,C,major
Kylie_Minogue,Give_Me_Just_a_Little_More_Time.mid,D,major
Kylie_Minogue,Better_the_Devil.mid,B,major
Kylie_Minogue,I_Should_Be_So_Lucky.mid,C,major
Kylie_Minogue,Especially_for_You.mid,F,major
Kylie_Minogue,Locomotion.mid,G,major
Kylie_Minogue,Shocked.mid,A,minor
The_Clash,Londons_Burning.mid,C,major
The_Clash,Should_I_Stay_or_Should_I_Go.mid,G,major
The_Clash,Rock_in_the_Casbah.mid,A,minor
Corduroy,Money_Is.mid,A,major
Corduroy,High_Havoc.mid,D,major
Sophie_B._Hawkins,As_I_Lay_Me_Down.mid,B-,major
Sophie_B._Hawkins,Right_Beside_You.mid,A,minor
Eurythmics,I_Saved_the_World_Today.mid,C#,major
Eurythmics,Right_by_Your_Side.mid,F#,major
Eurythmics,Sisters_Are_Doing_It_for_Themselves.mid,F,minor
Eurythmics,Would_I_Lie_To_You.mid,G,major
Eurythmics,Whos_That_Girl.mid,F,minor
Eurythmics,There_Must_Be_an_Angel_Playing_With_My_Heart_.mid,C,major
Eurythmics,Its_Alright_Babys_Coming_Back_.mid,F#,major
Babyface,When_Can_I_See_You_Again.mid,E,minor
Babyface,The_Day_That_You_Gave_Me_a_Son_.mid,D,major
Babyface,Everytime_I_Close_My_Eyes.mid,F,major
The_Sylvers,Boogie_Fever.mid,B-,major
The_Rivieras,California_Sun.mid,C,major
Roots_Syndicate,Mockin_Bird_Hill.mid,G,major
Caught_in_the_Act,Love_Is_Everywhere.mid,A-,major
Caught_in_the_Act,My_Arms_Keep_Missing_You.mid,D,minor
England_Dan,Id_Really_Love_to_See_You_Tonight.mid,F#,major
E-Type,This_Is_the_Way.mid,D,minor
Bill_Withers,Lean_On_Me.mid,C,major
Bill_Withers,Just_the_Two_of_Us.mid,E,minor
Bill_Withers,Lovely_Day.mid,B-,major
Junior_Walker,What_Does_It_Take.mid,D,minor
Miller,Little_Brown_Jug.mid,C#,major
Miller,Chattanooga_Choo_Choo.mid,C,major
Miller,St._Louis_Blues_March.mid,G,major
Miller,Serenade_in_Blue.mid,F,major
Miller,American_Patrol.mid,F,major
Miller,Keep_on_Rockin_Me_Baby.mid,F,major
Miller,A_String_of_Pearls.mid,F,minor
"Crosby,_Stills,_Nash_and_Young",Teach_Your_Children.mid,D,major
"Crosby,_Stills,_Nash_and_Young",Suite_Judy_Blue_Eyes.mid,A,major
"Crosby,_Stills,_Nash_and_Young",Southern_Cross.mid,D,major
"Crosby,_Stills,_Nash_and_Young",Marrakesh_Express.mid,G,major
"Crosby,_Stills,_Nash_and_Young",Carry_On.mid,A,major
"Crosby,_Stills,_Nash_and_Young",Guinnevere.mid,G,major
"Crosby,_Stills,_Nash_and_Young",Roger_and_Out.mid,D,major
"Crosby,_Stills,_Nash_and_Young",Horses_Through_a_Rainstorm.mid,B,minor
"Crosby,_Stills,_Nash_and_Young",Our_House.mid,A,major
Grand_Funk_Railroad,Closer_to_Home.mid,G,major
Grand_Funk_Railroad,Footstompin_Music.mid,F,major
Grand_Funk_Railroad,Some_Kind_of_Wonderful.mid,A-,major
Grand_Funk_Railroad,Bad_Time.mid,G,major
Grand_Funk_Railroad,Im_Your_Captain_Closer_to_Home_.mid,D,minor
Grand_Funk_Railroad,Were_An_American_Band.mid,G,minor
Grand_Funk_Railroad,Heartbreaker.mid,B,minor
Peter_Andre,Mysterious_Girl.mid,E-,major
Revere,Indian_Reservation.mid,G,minor
Cyndi_Lauper,Whats_Going_On.mid,C,major
Cyndi_Lauper,She_Bop.mid,A,minor
Cyndi_Lauper,Girls_Just_Wanna_Have_Fun.mid,F#,major
Cyndi_Lauper,All_Through_the_Night.mid,A-,major
Cyndi_Lauper,The_Goonies_R_Good_Enough.mid,A,major
Tina_Turner,Why_Must_We_Wait_Until_Tonight.mid,E-,major
Tina_Turner,Golden_Eye.mid,C,minor
Tina_Turner,Simply_the_Best.mid,E,major
Tina_Turner,GoldenEye.mid,B,minor
Tina_Turner,Nutbush_City_Limits.mid,A,major
Dave_Brubeck,Take_Five.mid,G#,minor
Roberta_Flack,Feel_Like_Makin_Love.mid,E-,major
Roberta_Flack,Tonight_I_Celebrate_My_Love.mid,E-,major
Roberta_Flack,The_First_Time_Ever_I_Saw_Your_Face.mid,F,major
The_Drifters,Save_The_Last_Dance_For_Me.mid,E-,major
The_Drifters,Up_on_the_Roof.mid,G,major
Astrud_Gilberto,The_Girl_From_Ipanema_Garota_de_Ipanema_.mid,A-,major
Astrud_Gilberto,Once_I_Loved.mid,F#,minor
Warren_G,Regulate.mid,E,minor
702,Where_My_Girls_At.mid,F,minor
Dead_Or_Alive,Come_Home_With_Me_Baby_.mid,E-,minor
Dead_Or_Alive,You_Spin_Me_Around.mid,G,minor
Shola_Ama,You_Might_Need_Somebody.mid,E,minor
The_Pasadenas,Im_Doing_Fine_Now.mid,B-,major
Streisand,Tell_Him.mid,E,major
Sam_and_Dave,Soul_Man.mid,C,minor
Sam_and_Dave,I_Thank_You.mid,A-,major
Sam_and_Dave,Hold_On_Im_Coming_.mid,A,minor
Sam_and_Dave,Aint_That_a_Lot_of_Love.mid,F,minor
Dallara,Romantica.mid,E,minor
Dallara,Come_prima.mid,C,major
Stephanie_Mills,Never_Knew_Love_Like_This_Before.mid,B,major
Oscar_Peterson,This_Cant_Be_Love.mid,G,major
Oscar_Peterson,John_Browns_Body.mid,B-,major
Oscar_Peterson,Emily.mid,C,minor
Oscar_Peterson,Ive_Got_a_Crush_on_You.mid,A,major
Oscar_Peterson,I_Want_to_Be_Happy.mid,C,major
Oscar_Peterson,Young_and_Foolish.mid,F,major
Oscar_Peterson,East_of_the_Sun.mid,C,minor
Fool_s_Garden,Lemon_Tree.mid,D,minor
Fool_s_Garden,Wild_Days.mid,G,major
Rastape,Xote_swingado.mid,D,major
Rastape,Um_anjo_do_ceu.mid,G,major
Rastape,Beijo_roubado.mid,E,major
Rastape,Colo_de_menina.mid,D,major
Bronski_Beat,Small_Town_Boy.mid,C,minor
John_Farnham,Pressure_Down.mid,F#,major
John_Farnham,Playing_to_Win.mid,C,major
Modern_Jazz_Quartet,"Gershwin_Medley_Soon_For_You,_for_Me,_for_Evermore_Love_Walked_In_Our_Love_Is_Here_to_Stay.mid",C,minor
The_Smiths,How_Soon_Is_Now.mid,F#,minor
Parton_Dolly,Rockin_Years.mid,C,major
Jack_Jones,Wives_and_Lovers.mid,B-,major
Robin_S,Luv_4_Luv.mid,B-,major
Robin_S,Luv_4_Luv_Stones_Radio_Edit_.mid,G,minor
Jon_Secada,Do_You_Believe_in_Us.mid,E-,minor
Jon_Secada,Just_Another_Day.mid,F#,major
Jon_Secada,"Just_Another_Day_George_Acosta_remix_feat._Jon_Secada,_Miguel_Morejon_.mid",G,major
The_Mavericks,One_Step_Away.mid,C,major
The_Mavericks,Dance_the_Night_Away.mid,E,major
The_Mavericks,There_Goes_My_Heart.mid,C,major
The_Mavericks,I_Dont_Care_If_You_Love_Me_Anymore_.mid,C,major
The_Mavericks,I_Should_Have_Been_True.mid,C,major
New_Order,World.mid,D,minor
New_Order,True_Faith.mid,B-,major
New_Order,Bizarre_Love_Triangle.mid,B-,major
East_Side_Beat,I_Didnt_Know.mid,G,major
East_Side_Beat,Ride_Like_the_Wind.mid,F,minor
Broadway,Phantom_of_the_Opera.mid,C,major
Broadway,Les_Miz_Medley_Castle_on_a_Cloud_Little_People.mid,A,minor
Broadway,Cabaret.mid,A-,major
Broadway,The_Phantom_of_the_Opera_The_Music_of_the_Night.mid,C#,major
Broadway,Joseph_and_the_Amazing_Technicolor_Dreamcoat_Close_Every_Door.mid,F,minor
Broadway,America.mid,B-,major
Broadway,You_Can_Do_Better_Than_Him.mid,C,major
Broadway,Eternal_Journey.mid,C,major
Broadway,People.mid,C,major
Broadway,Bring_on_the_Storm.mid,F,major
Kate_Bush,Wuthering_Heights.mid,F#,major
Kate_Bush,Babooshka.mid,G#,minor
Kate_Bush,Cloudbusting.mid,B,major
Kate_Bush,The_Kick_Inside.mid,G#,minor
Kate_Bush,Army_Dreamers.mid,B,minor
Kate_Bush,Under_Ice.mid,A,minor
Klein_Orkest,Over_de_muur.mid,C,major
CB_Milton,Its_a_Love_Thing.mid,E,minor
Dietrich_Marlene,Sag_mir_wo_die_Blumen_sind.mid,B,major
Edison_Lighthouse,Love_Grows_Where_My_Rosemary_Goes_.mid,D,major
Matt_Bianco,Half_a_Minute.mid,F,major
Matt_Bianco,Get_Out_Of_Your_Lazy_Bed.mid,E-,major
Whitesnake,Here_I_Go_Again.mid,G,major
Whitesnake,Kittens_Got_Claws.mid,D,major
Johnny_Mathis,Misty.mid,E-,major
The_Spencer_Davis_Group,Keep_On_Running.mid,D,major
The_Spencer_Davis_Group,Gimme_Some_Lovin.mid,C,major
Ocean_Billy,"When_the_Going_Gets_Touch,_the_Touch_Get_Going.mid",E,major
Ocean_Billy,Suddenly.mid,B-,minor
Ocean_Billy,Caribbean_Queen.mid,F,major
Ocean_Billy,Therell_Be_Sad_Songs_To_Make_You_Cry_.mid,B-,minor
Ocean_Billy,"Get_Outta_My_Dreams,_Get_Into_My_Car.mid",C,minor
Sam_The_Sham,Wooly_Bully.mid,G,major
Xscape,Just_Kickin_It.mid,A,major
Bruce_Channel,Hey_Baby.mid,C,major
Chris_de_Burgh,"Blond_Hair,_Blue_Jeans.mid",A,minor
Chris_de_Burgh,Missing_You.mid,F#,major
Chris_de_Burgh,Lady_in_Red.mid,B-,major
Chris_de_Burgh,Dont_Pay_the_Ferryman.mid,D,major
Ludwig_van_Beethoven,Menuet.mid,G,major
Ludwig_van_Beethoven,Ode_to_Joy_from_the_9th_Symphony.mid,D,major
Ludwig_van_Beethoven,"Symphony_No._6_in_F_major,_Op._68_Pastoral_V._Allegretto.mid",F,major
Ludwig_van_Beethoven,"Rondo_a_capriccio,_Op._129.mid",G,major
Ludwig_van_Beethoven,5th_Symphony.mid,C,minor
Ludwig_van_Beethoven,"Piano_Sonata_No._14_in_C-sharp_minor,_Op._27_No._2_Moonlight_I._Adagio_sostenuto.mid",C#,minor
Ludwig_van_Beethoven,Menuet_in_G.mid,G,major
Ludwig_van_Beethoven,"Piano_Sonata_no._8_in_C_minor,_op._13_Pathetique_II._Andante_cantabile.mid",A-,major
Ludwig_van_Beethoven,"Symphony_no._3_in_E-flat_major,_Eroica_I._extract_.mid",E-,major
Ludwig_van_Beethoven,Pathetique.mid,C,minor
Ludwig_van_Beethoven,Fur_Elise.mid,A,minor
Corry_Konings,Ik_wil_altijd_bij_je_zijn_feat._Koos_Alberts_.mid,B,major
Corry_Konings,Mooi_was_die_tijd.mid,E,major
Corry_Konings,n_Wonder.mid,C,major
Bob_Dylan,Lay_Lady_Lay.mid,A,major
Bob_Dylan,Mississippi_version_3_.mid,F,major
Bob_Dylan,Hurricane.mid,F,major
Bob_Dylan,Knockin_on_Heavens_Door.mid,C,major
Bob_Dylan,Billy_4.mid,B,major
Bob_Dylan,All_Along_the_Watchtower.mid,F#,minor
Bob_Dylan,Rainy_Day_Women_12_35.mid,F,major
Bob_Dylan,"Dont_Think_Twice,_Its_Alright.mid",F,major
Bob_Dylan,Like_A_Rolling_Stone.mid,C,major
Bob_Dylan,Positively_4th_Street.mid,C,major
Bob_Dylan,Blowin_in_the_Wind.mid,D,major
Bob_Dylan,Subterranean_Homesick_Blues.mid,A,major
Bob_Dylan,Blowing_in_the_Wind.mid,D,major
Randy_Crawford,Almaz.mid,D,minor
Randy_Crawford,One_Day_Ill_Fly_Away.mid,D,minor
Randy_Crawford,Rainy_Night_in_Georgia.mid,C#,major
Delibes_Leo,"Coppelia,_Ou_La_Fille_Aux_Yeux_DEmail,_Ballet_Valse.mid",E-,major
Delibes_Leo,Sylvia_Pizzicato.mid,E-,major
Daniel_Boone,Beautiful_Sunday.mid,D,major
John_Robert,Sad_Eyes.mid,F,major
Animotion,Obsession.mid,G,major
The_Manhattans,Kiss_and_Say_Goodbye.mid,F,major
Ratt,Round_Round.mid,A,minor
Jodeci,Come_Talk_to_Me.mid,D,major
Eric_Clapton,Running_on_Faith.mid,C,major
Eric_Clapton,Layla.mid,D,minor
Eric_Clapton,Rollin_Tumblin.mid,C,major
Eric_Clapton,My_Fathers_Eyes_take_2_.mid,A,major
Eric_Clapton,Crosscut_Saw.mid,D,major
Eric_Clapton,Strange_Brew.mid,D,major
Eric_Clapton,Born_Under_a_Bad_Sign.mid,E-,major
Eric_Clapton,Tears_in_Heaven.mid,A,major
Eric_Clapton,Ive_Got_a_Rock_n_Roll_Heart.mid,C,major
Eric_Clapton,Wonderful_Tonight.mid,G,major
Eric_Clapton,Key_to_the_Highway.mid,A,major
Eric_Clapton,Pretending.mid,G,major
Eric_Clapton,Bad_Love.mid,D,minor
Eric_Clapton,Forever_Man.mid,D,minor
Eric_Clapton,Signe.mid,A,major
Eric_Clapton,I_Shot_the_Sheriff.mid,G,minor
Eric_Clapton,Sunshine_of_Your_Love.mid,D,minor
Eric_Clapton,Before_You_Accuse_Me.mid,B-,major
Eric_Clapton,White_Room.mid,G,major
Eric_Clapton,After_Midnight.mid,F,major
Eric_Clapton,Let_It_Grow.mid,C,minor
Eric_Clapton,Nobody_Knows_You_When_Youre_Down_Out.mid,G,minor
Eric_Clapton,Cocaine.mid,D,major
Eric_Clapton,Bell_Bottom_Blues.mid,A,minor
Eric_Clapton,Presence_of_the_Lord.mid,A,minor
Eric_Clapton,Shes_Waiting.mid,C,major
Eric_Clapton,Blue_Eyes_Blue.mid,E,major
Eric_Clapton,Lay_Down_Sally.mid,D,major
ZZ_Top,Gimme_All_Your_Lovin.mid,A,major
ZZ_Top,Sharp_Dressed_Man.mid,C,minor
ZZ_Top,Got_Me_Under_Pressure.mid,A,major
ZZ_Top,Rough_Boy.mid,A,major
ZZ_Top,Sleeping_Bag.mid,C,minor
ZZ_Top,Legs.mid,A,major
ZZ_Top,La_Grange.mid,F,major
ZZ_Top,Tush.mid,C,major
Friend_and_Lover,Reach_Out_of_the_Darkness.mid,G,major
The_Hollies,Dear_Eloise.mid,D,major
The_Hollies,Im_Alive.mid,G,major
The_Hollies,The_Air_That_I_Breathe.mid,C,major
The_Hollies,Carrie_Anne.mid,C,major
The_Hollies,Mighty_Quinn.mid,E,major
The_Hollies,On_a_Carousel.mid,C,major
The_Hollies,Bus_Stop.mid,A,minor
The_Hollies,Carrie_Ann.mid,C,major
The_Hollies,Jennifer_Eccles.mid,D,minor
The_Hollies,King_Midas_in_Reverse.mid,C,major
The_Hollies,"He_Aint_Heavy,_Hes_My_Brother.mid",G,major
The_Hollies,Pay_You_Back_With_Interest.mid,C,major
The_Hollies,"Stop,_Stop,_Stop.mid",D,major
The_Hollies,Long_Cool_Woman_In_a_Black_Dress_.mid,E,minor
Shawn_Mullins,Lullaby.mid,C,major
Frankie_Goes_to_Hollywood,Relax.mid,E,minor
Frankie_Goes_to_Hollywood,Relax_Frankie_Goes_to_Dreamscape_.mid,A,minor
Frankie_Goes_to_Hollywood,The_Power_of_Love.mid,D,major
Bobby_Vinton,Blue_Velvet.mid,B-,major
Bobby_Vinton,My_Special_Angel.mid,C#,major
Bobby_Vinton,Mr._Lonely.mid,A,minor
Curtis_Lee,Pretty_Little_Angel_Eyes.mid,C,major
Howard_Jones,Life_in_One_Day.mid,C#,major
Equals,Baby_Come_Back.mid,A,major
Mariah_Carey,Thank_God_I_Found_You.mid,B-,major
Mariah_Carey,All_in_Your_Mind.mid,C,minor
Mariah_Carey,All_Ive_Ever_Wanted.mid,A,major
Mariah_Carey,Jesus_Born_on_This_Day.mid,F,major
Mariah_Carey,Sent_From_Up_Above.mid,A,minor
Mariah_Carey,Vanishing.mid,E,major
Mariah_Carey,Fly_Away_Butterfly_reprise_.mid,A,major
Mariah_Carey,Love_Takes_Time.mid,B,major
Mariah_Carey,Vision_of_Love.mid,C,major
Mariah_Carey,Just_to_Hold_You_Once_Again.mid,E,minor
Mariah_Carey,Cant_Let_Go.mid,B-,minor
Mariah_Carey,You_Need_Me.mid,A,minor
Mariah_Carey,Everything_Fades_Away.mid,G,minor
Mariah_Carey,Till_the_End_of_Time.mid,B-,major
Mariah_Carey,Hero.mid,E-,major
Mariah_Carey,When_I_Saw_You.mid,C,major
Mariah_Carey,Looking_In.mid,E,minor
Mariah_Carey,To_Be_Around_You.mid,F,major
Mariah_Carey,Music_Box.mid,E,major
Mariah_Carey,The_Roof.mid,B-,minor
Mariah_Carey,Do_You_Think_Of_Me.mid,F#,major
Mariah_Carey,Now_That_I_Know.mid,F,minor
Mariah_Carey,And_You_Dont_Remember.mid,B-,major
Mariah_Carey,Always_Be_My_Baby.mid,E,major
Mariah_Carey,If_Its_Over.mid,A,major
Mariah_Carey,I_Am_Free.mid,F,major
Mariah_Carey,Alone_in_Love.mid,E-,minor
Mariah_Carey,Close_My_Eyes.mid,E-,minor
Mariah_Carey,Whenever_You_Call.mid,E-,major
Mariah_Carey,Breakdown.mid,F#,minor
Mariah_Carey,Youre_So_Cold.mid,C,minor
Mariah_Carey,Butterfly.mid,A,major
Mariah_Carey,My_All.mid,G,minor
Mariah_Carey,Miss_You_Most_At_Christmas_Time_.mid,D,major
Mariah_Carey,Long_Ago.mid,error,error
Mariah_Carey,One_Sweet_Day.mid,C#,major
Mariah_Carey,Do_You_Know_Where_Youre_Going_To_Theme_From_Mahogany_.mid,C,major
Mariah_Carey,Dreamlover.mid,F,major
Mariah_Carey,Theres_Got_To_Be_A_Way_album_version_.mid,A,minor
Mariah_Carey,When_You_Believe_From_the_Prince_of_Egypt_.mid,F#,minor
Mariah_Carey,"So_Lonely_One_Only,_Part_II_.mid",F,major
Mariah_Carey,All_I_Want_for_Christmas_Is_You.mid,G,major
Mariah_Carey,Fourth_of_July.mid,D,major
Mariah_Carey,Slipping_Away.mid,C,major
Mariah_Carey,Rainbow_Interlude_.mid,E,minor
Mariah_Carey,Ill_Be_There.mid,F,major
Mariah_Carey,Melt_Away.mid,D,major
Mariah_Carey,Emotions_12_club_No._1_mix_.mid,E,major
Mariah_Carey,The_Wind.mid,C,minor
Mariah_Carey,Never_Forget_You.mid,C,major
Mariah_Carey,So_Blessed.mid,E,major
Mariah_Carey,Make_It_Happen.mid,D,minor
Mariah_Carey,Prisoner.mid,F,minor
Mariah_Carey,I_Dont_Wanna_Cry.mid,D,major
Mariah_Carey,Forever.mid,C#,major
Mariah_Carey,Emotions.mid,A,minor
Mariah_Carey,Anytime_You_Need_a_Friend.mid,C,major
Mariah_Carey,Babydoll.mid,A,major
Mariah_Carey,Underneath_the_Stars.mid,G,major
Sergio,Mas_Que_Nada_original_Sergio_Mendes_Brasil_66_version_.mid,F,minor
Sergio,Cunhada_Boa.mid,B,major
Elvis_Costello,Almost_Blue.mid,A,minor
Elvis_Costello,Olivers_Army.mid,F#,minor
Elvis_Costello,Riot_Act.mid,D,major
Elvis_Costello,Goon_Squad.mid,E,minor
Elvis_Costello,Green_Shirt.mid,F,major
Elvis_Costello,Pills_and_Soap.mid,C,minor
FIXX,One_Thing_Leads_to_Another.mid,B-,minor
Gary_Lewis,Shes_Just_My_Style.mid,A,major
Haak,Foxie_Foxtrot.mid,F,major
Haak,Schmidtchen_Schleicher.mid,F#,major
Nine_Inch_Nails,Sanctified.mid,C,major
Nine_Inch_Nails,Wish.mid,G,minor
Nine_Inch_Nails,Nothing_Matters.mid,G,major
Nine_Inch_Nails,Ruiner.mid,D,minor
Nine_Inch_Nails,The_Becoming.mid,C,minor
Nine_Inch_Nails,Something_I_Can_Never_Have.mid,C,major
Nine_Inch_Nails,Heresy.mid,B-,major
Nine_Inch_Nails,Hurt.mid,A,minor
Nine_Inch_Nails,The_Perfect_Drug.mid,F,minor
Nine_Inch_Nails,A_Warm_Place.mid,G,minor
Nine_Inch_Nails,The_Downward_Spiral.mid,A,minor
Nine_Inch_Nails,Eraser.mid,F,minor
Nine_Inch_Nails,Eraser_Polite_.mid,B-,minor
Nine_Inch_Nails,March_of_the_Pigs.mid,G,major
Nine_Inch_Nails,Sin.mid,A,major
Nine_Inch_Nails,"The_Art_of_Self_Destruction,_Part_One.mid",B-,major
Nine_Inch_Nails,"All_the_Pigs,_All_Lined_Up.mid",D,minor
Nine_Inch_Nails,Piggy.mid,E,minor
Nine_Inch_Nails,Gave_Up.mid,B,minor
Nine_Inch_Nails,Big_Man_With_a_Gun.mid,A,minor
Nine_Inch_Nails,Pinion.mid,C#,major
Nine_Inch_Nails,Last.mid,D,minor
Nine_Inch_Nails,Reptile.mid,G,minor
Nine_Inch_Nails,Down_in_It.mid,E,minor
Nine_Inch_Nails,Suck.mid,D,minor
Nine_Inch_Nails,Thats_What_I_Get.mid,F,major
Nine_Inch_Nails,Terrible_Lie.mid,B,minor
Nine_Inch_Nails,Head_Like_a_Hole.mid,A,major
Nine_Inch_Nails,Mr_Self_Destruct.mid,B-,major
Nine_Inch_Nails,I_Do_Not_Want_This.mid,A,minor
Nine_Inch_Nails,Purest_Feeling.mid,E,minor
Nine_Inch_Nails,Ringfinger.mid,F,major
Nine_Inch_Nails,Dead_Souls.mid,C,minor
Amber,This_Is_Your_Night.mid,C,major
Art_of_Noise,Moments_In_Love.mid,D,minor
Searchers,Soul_Searcher.mid,A,minor
Searchers,Love_Potion_Number_Nine.mid,A,minor
Searchers,Love_Potion_9.mid,A,minor
Loggins_and_Messina,Your_Mama_Dont_Dance.mid,F,major
Wilson_Pickett,Land_Of_1000_Dances.mid,E,major
Wilson_Pickett,In_The_Midnight_Hour.mid,B-,major
Wilson_Pickett,Mustang_Sally.mid,F,major
Yanni,Almost_a_Whisper.mid,F#,minor
Yanni,Aria.mid,C,major
Yanni,One_Mans_Dream.mid,C,minor
Yanni,Marching_Season.mid,error,error
Yanni,Swept_Away.mid,error,error
Yanni,Secret_Vows.mid,G,major
Yanni,The_Rain_Must_Fall.mid,error,error
Herman_s_Hermits,No_Milk_Today.mid,C,minor
Herman_s_Hermits,Silhouettes.mid,C#,minor
Herman_s_Hermits,I_m_Into_Something_Good.mid,D,major
Herman_s_Hermits,Can_t_You_Hear_My_Hearbeat.mid,G,major
Herman_s_Hermits,Listen_People.mid,A,major
Herman_s_Hermits,Henry_the_VIII.mid,A,major
Herman_s_Hermits,A_Kind_of_Hush.mid,B-,major
Herman_s_Hermits,Mrs_Brown_You_ve_Got_a_Lovely_Daughter.mid,C,major
The_Righteous_Brothers,The_Blues.mid,G,major
The_Righteous_Brothers,Youve_Lost_That_Lovin_Feelin.mid,C,major
The_Cure,Boys_Dont_Cry.mid,A,major
The_Cure,Apart.mid,A,minor
The_Cure,Close_to_Me.mid,B,major
The_Cure,Kyoto_Song.mid,E,minor
The_Cure,A_Thousand_Hours.mid,D,major
The_Cure,Fascination_Street.mid,A-,major
The_Cure,Just_Like_Heaven.mid,B,minor
The_Cure,Lament.mid,D,minor
The_Cure,Hot_Hot_Hot.mid,D,minor
The_Cure,Six_Different_Ways.mid,C,major
The_Cure,All_Cats_Are_Grey.mid,D,major
The_Cure,The_Figurehead.mid,C,minor
The_Cure,High.mid,A,major
The_Cure,Friday_Im_In_Love.mid,A,major
Mocedades,Eres_Tu.mid,E-,major
Atlantic_Ocean,Waterfall.mid,E-,major
Weird_Al_Yankovic,Eat_It.mid,E,minor
Weird_Al_Yankovic,Dare_to_Be_Stupid.mid,A,major
Weird_Al_Yankovic,Headline_News.mid,E-,major
Weird_Al_Yankovic,Amish_Paradise.mid,C,minor
Herbie_Mann,Comin_Home_Baby.mid,G,minor
Visage,Fade_to_Gray.mid,A,minor
Visage,Fade_to_Grey.mid,A,minor
Bad_Manners,My_Girl_Lollipop.mid,E,major
Dr._Alban,Away_From_Home_short_.mid,F,minor
Dr._Alban,Hello_Africa.mid,G,minor
Dr._Alban,Look_Whos_Talking.mid,A,minor
Dr._Alban,Sing_Hallelujah.mid,F,minor
Alexandra,Sehnsucht_Das_Lied_der_Taiga_.mid,D,minor
Arabesque,Take_Me_Dont_Break_Me.mid,D,major
Daniele,Amici_come_prima.mid,G,major
Daniele,Quanno_chiove.mid,D,major
Daniele,E_so_cuntento_e_sta.mid,G,major
Daniele,Quando.mid,E,minor
Daniele,Fatte_na_pizza.mid,F,major
Daniele,Neve_al_sole.mid,C,major
Daniele,Dubbi_non_ho.mid,E,major
Daniele,Canto_do_mar.mid,A,major
Daniele,Io_per_lei.mid,A,minor
Daniele,I_say_i_sto_cca.mid,A,minor
Daniele,Terra_mia.mid,D,minor
Daniele,Nun_me_scuccia.mid,F,major
Daniele,Non_ho_paura_del_mostro.mid,G,major
Daniele,Alleria.mid,A,major
Daniele,Gente_distratta.mid,B,minor
Daniele,Na_tazzulella_e_cafe.mid,A,major
Daniele,O_scarrafone.mid,G,major
Daniele,Viento_e_terra.mid,E,minor
Daniele,The_Desert_in_My_Head.mid,D,major
Daniele,A_me_me_piace_o_blues.mid,C,major
Daniele,Bambina.mid,E-,major
Daniele,Sicily.mid,C,minor
Daniele,Je_sto_vicino_a_te.mid,D,major
Daniele,Alibi_perfetto.mid,D,major
Daniele,Io_vivo_come_te.mid,G,major
Daniele,Si_Forever.mid,C,major
Daniele,Yes_I_Know_My_Way.mid,B,minor
Daniele,Scirocco_dAfrica.mid,D,minor
Daniele,Carte_e_cartuscelle.mid,F,major
Daniele,Resta..._resta_cu_mme.mid,G,major
Daniele,Che_male_ce.mid,B,minor
Daniele,Che_Dio_ti_benedica.mid,B-,minor
Daniele,Cosa_penserai_di_me.mid,B-,major
Daniele,Musica_musica.mid,G,major
Daniele,Putesse_essere_allero.mid,A,major
Daniele,A_testa_in_giu.mid,D,major
Daniele,Questa_primavera.mid,C,minor
Daniele,Je_so_pazzo.mid,E,minor
Daniele,Tutta_nata_storia.mid,A,minor
Daniele,Se_mi_vuoi.mid,A-,major
Daniele,Stare_bene_a_meta.mid,B,major
Daniele,Anima.mid,F,major
Daniele,Occhi_blu_non_mi_mollare.mid,G#,minor
Daniele,Notte_che_fai.mid,F#,minor
Daniele,Amore_senza_fine.mid,B,major
Daniele,Il_pianeta_delle_parole.mid,E,major
Spanky_and_Our_Gang,Lazy_Day.mid,B-,minor
The_Kinks,Waterloo_Sunset.mid,E,major
The_Kinks,You_Really_Got_Me.mid,F,major
The_Kinks,Sunday_Afternoon.mid,D,minor
The_Kinks,"Lola-The_Kinks_Christmas_Concert,_1977.mid",A,major
The_Outhere_Brothers,Dont_Stop_Wiggle_Wiggle_.mid,D,minor
Lenny_Kravitz,Heaven_Help.mid,D,major
Lenny_Kravitz,I_Belong_To_You.mid,G,minor
Lenny_Kravitz,Always_on_the_Run.mid,E,minor
Lenny_Kravitz,It_Aint_Over_Till_Its_Over.mid,C,major
Lenny_Kravitz,Are_You_Gonna_Go_My_Way.mid,E,minor
Rossi_Vasco,Generale.mid,G,major
Rossi_Vasco,Anima_fragile.mid,D,major
Rossi_Vasco,Incredibile_romantica.mid,C,major
Rossi_Vasco,Bollicine.mid,D,major
Rossi_Vasco,Alba_chiara.mid,C,major
Rossi_Vasco,Ti_prendo_e_ti_porto_via.mid,D,major
